"clip","id","probability","speaker","speaker_gender","clip_rank","clip_score","syllablespersec","npviV_all","npviV_nophrasefinal","pitchpvi","f0var","st_pitchpvi","stvar","duration","num_of_words","wordspersec","num_of_syllables","st_pitchpvi_new","stvar_new","npviV_nophrasefinal_median","npviV_all_median"
"F1_01",142,0,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",577,0.25,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",201,0.166666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1115,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",422,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",371,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",536,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",898,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",436,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",580,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",420,0.6,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",413,0.166666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1059,0,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",606,0,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",483,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",880,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",136,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",173,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1103,0.6,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1172,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",344,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",504,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",195,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",582,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",556,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",626,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
